Or_ID,Prod_Rating,Delivery_Service_Rating
ORD01404,5,4
ORD01405,2,1
ORD01406,4,3
ORD01407,3,5
ORD01408,3,2
ORD01409,3,3
ORD01410,1,5
ORD01411,4,3
ORD01412,5,1
ORD01413,3,5
ORD01414,2,5
ORD01415,2,5
ORD01416,1,3
ORD01417,4,4
ORD01418,,2
ORD01419,1,3
ORD01420,4,1
ORD01421,2,5
ORD01422,5,5
ORD01423,3,3
ORD01424,2,3
ORD01425,1,2
ORD01426,3,1
ORD01427,4,3
ORD01428,5,4
ORD01429,1,2
ORD01430,4,4
ORD01431,2,5
ORD01432,1,5
ORD01433,4,5
ORD01434,2,5
ORD01435,1,
ORD01436,3,1
ORD01437,2,3
ORD01438,4,2
ORD01439,4,1
ORD01440,,3
ORD01441,2,1
ORD01442,5,
ORD01443,1,2
ORD01444,1,3
ORD01445,5,3
ORD01446,5,3
ORD01447,2,1
ORD01448,3,5
ORD01449,4,2
ORD01450,2,3
ORD01451,3,2
ORD01452,1,1
ORD01453,3,1
ORD01454,4,4
ORD01455,5,5
ORD01456,3,1
ORD01457,5,3
ORD01458,4,3
ORD01459,4,4
ORD01460,2,4
ORD01461,5,2
ORD01462,3,5
ORD01463,4,1
ORD01464,3,5
ORD01465,5,2
ORD01466,3,3
ORD01467,3,1
ORD01468,5,1
ORD01469,5,1
ORD01470,2,3
ORD01471,4,1
ORD01472,5,4
ORD01473,2,4
ORD01474,4,4
ORD01475,2,3
ORD01476,3,4
ORD01477,5,3
ORD01478,1,4
ORD01479,4,4
ORD01480,5,1
ORD01481,,4
ORD01482,2,5
ORD01483,4,1
ORD01484,1,4
ORD01485,2,2
ORD01486,1,3
ORD01487,4,4
ORD01488,2,3
ORD01489,1,5
ORD01490,5,4
ORD01491,1,5
ORD01492,3,3
ORD01493,2,3
ORD01494,3,2
ORD01495,2,3
ORD01496,1,3
ORD01497,2,1
ORD01498,3,3
ORD01499,4,2
ORD01500,5,3
ORD01501,1,
ORD01502,5,2
ORD01503,4,3
ORD01504,5,3
ORD01505,3,
ORD01506,1,4
ORD01507,1,3
ORD01508,5,3
ORD01509,3,1
ORD01510,3,3
ORD01511,2,4
ORD01512,1,1
ORD01513,3,4
ORD01514,4,3
ORD01515,2,3
ORD01516,3,5
ORD01517,1,1
ORD01518,1,3
ORD01519,3,4
ORD01520,2,2
ORD01521,5,1
ORD01522,3,4
ORD01523,4,3
ORD01524,1,1
ORD01525,3,5
ORD01526,5,3
ORD01527,1,3
ORD01528,5,1
ORD01529,2,3
ORD01530,1,1
ORD01531,2,4
ORD01532,1,1
ORD01533,4,1
ORD01534,2,4
ORD01535,4,1
ORD01536,1,5
ORD01537,3,1
ORD01538,5,3
ORD01539,4,2
ORD01540,3,3
ORD01541,4,2
ORD01542,4,3
ORD01543,4,3
ORD01544,5,
ORD01545,1,2
ORD01546,2,3
ORD01547,3,1
ORD01548,5,5
ORD01549,5,2
ORD01550,4,4
ORD01551,4,3
ORD01552,1,2
ORD01553,1,4
ORD01554,3,2
ORD01555,2,3
ORD01556,5,2
ORD01557,5,3
ORD01558,5,4
ORD01559,1,1
ORD01560,4,
ORD01561,1,2
ORD01562,3,3
ORD01563,4,5
ORD01564,1,
ORD01565,5,1
ORD01566,4,2
ORD01567,1,2
ORD01568,3,2
ORD01569,3,2
ORD01570,4,4
ORD01571,5,3
ORD01572,3,2
ORD01573,4,1
ORD01574,5,5
ORD01575,2,3
ORD01576,3,5
ORD01577,3,4
ORD01578,2,4
ORD01579,1,5
ORD01580,1,2
ORD01581,4,3
ORD01582,5,3
ORD01583,5,1
ORD01584,5,2
ORD01585,1,4
ORD01586,1,5
ORD01587,3,5
ORD01588,3,5
ORD01589,1,4
ORD01590,3,5
ORD01591,4,5
ORD01592,2,2
ORD01593,4,2
ORD01594,4,5
ORD01595,5,1
ORD01596,3,
ORD01597,3,2
ORD01598,5,1
ORD01599,1,2
ORD01600,4,2
ORD01601,1,1
ORD01602,2,2
ORD01603,5,4
ORD01604,2,2
ORD01605,1,5
ORD01606,4,4
ORD01607,4,3
ORD01608,2,2
ORD01609,4,4
ORD01610,2,1
ORD01611,5,4
ORD01612,5,4
ORD01613,2,2
ORD01614,4,5
ORD01615,3,4
ORD01616,1,3
ORD01617,1,3
ORD01618,5,5
ORD01619,1,2
ORD01620,3,3
ORD01621,5,2
ORD01622,2,4
ORD01623,2,3
ORD01624,4,5
ORD01625,4,4
ORD01626,1,4
ORD01627,1,2
ORD01628,2,5
ORD01629,3,1
ORD01630,1,3
ORD01631,3,4
ORD01632,4,
ORD01633,1,5
ORD01634,4,5
ORD01635,2,
ORD01636,1,
ORD01637,2,1
ORD01638,3,5
ORD01639,2,2
ORD01640,2,3
ORD01641,2,3
ORD01642,3,2
ORD01643,5,2
ORD01644,1,
ORD01645,,5
ORD01646,4,1
ORD01647,3,4
ORD01648,1,2
ORD01649,1,3
ORD01650,1,3
ORD01651,3,
ORD01652,4,3
ORD01653,2,5
ORD01654,4,4
ORD01655,4,3
ORD01656,3,3
ORD01657,5,3
ORD01658,5,5
ORD01659,1,2
ORD01660,2,5
ORD01661,4,1
ORD01662,5,1
ORD01663,1,1
ORD01664,2,2
ORD01665,3,2
ORD01666,5,1
ORD01667,3,1
ORD01668,5,3
ORD01669,2,3
ORD01670,1,1
ORD01671,3,2
ORD01672,5,1
ORD01673,3,3
ORD01674,5,2
ORD01675,2,2
ORD01676,,5
ORD01677,3,4
ORD01678,5,4
ORD01679,2,5
ORD01680,2,1
ORD01681,1,2
ORD01682,2,3
ORD01683,5,4
ORD01684,5,4
ORD01685,1,4
ORD01686,5,3
ORD01687,2,1
ORD01688,2,3
ORD01689,1,2
ORD01690,3,1
ORD01691,5,4
ORD01692,1,2
ORD01693,3,2
ORD01694,1,2
ORD01695,3,2
ORD01696,4,3
ORD01697,2,1
ORD01698,4,2
ORD01699,2,3
ORD01700,4,5
ORD01701,5,3
ORD01702,5,3
ORD01703,3,2
ORD01704,3,5
ORD01705,5,3
ORD01706,4,4
ORD01707,2,2
ORD01708,4,1
ORD01709,5,1
ORD01710,2,1
ORD01711,1,5
ORD01712,3,3
ORD01713,3,2
ORD01714,4,4
ORD01715,3,1
ORD01716,1,2
ORD01717,3,3
ORD01718,3,2
ORD01719,3,4
ORD01720,5,1
ORD01721,3,3
ORD01722,4,3
ORD01723,5,5
ORD01724,1,3
ORD01725,2,3
ORD01726,1,4
ORD01727,4,2
ORD01728,1,5
ORD01729,3,4
ORD01730,1,5
ORD01731,5,
ORD01732,,2
ORD01733,5,5
ORD01734,4,1
ORD01735,3,4
ORD01736,4,1
ORD01737,4,4
ORD01738,3,4
ORD01739,4,2
ORD01740,2,4
ORD01741,4,4
ORD01742,5,1
ORD01743,5,2
ORD01744,1,2
ORD01745,5,4
ORD01746,2,3
ORD01747,3,1
ORD01748,1,4
ORD01749,5,2
ORD01750,5,4
ORD01751,1,1
ORD01752,3,2
ORD01753,2,2
ORD01754,1,4
ORD01755,5,4
ORD01756,1,3
ORD01757,4,2
ORD01758,1,5
ORD01759,2,5
ORD01760,3,3
ORD01761,3,2
ORD01762,5,1
ORD01763,4,2
ORD01764,2,5
ORD01765,5,5
ORD01766,5,1
ORD01767,5,1
ORD01768,2,4
ORD01769,5,1
ORD01770,4,4
ORD01771,3,
ORD01772,4,5
ORD01773,1,5
ORD01774,5,2
ORD01775,1,4
ORD01776,5,4
ORD01777,5,2
ORD01778,,1
ORD01779,3,5
ORD01780,5,5
ORD01781,4,4
ORD01782,5,2
ORD01783,3,5
ORD01784,2,3
ORD01785,5,5
ORD01786,4,5
ORD01787,,1
ORD01788,3,3
ORD01789,5,2
ORD01790,1,2
ORD01791,3,2
ORD01792,5,3
ORD01793,5,4
ORD01794,2,1
ORD01795,5,5
ORD01796,4,1
ORD01797,2,4
ORD01798,1,5
ORD01799,4,2
ORD01800,4,3
ORD01801,5,2
ORD01802,2,4
ORD01803,3,3
ORD01804,4,3
ORD01805,3,5
ORD01806,4,5
ORD01807,3,4
ORD01808,2,5
ORD01809,1,4
ORD01810,3,5
ORD01811,3,3
ORD01812,3,2
ORD01813,5,4
ORD01814,1,2
ORD01815,5,2
ORD01816,5,4
ORD01817,5,1
ORD01818,1,4
ORD01819,2,4
ORD01820,2,2
ORD01821,2,1
ORD01822,2,3
ORD01823,2,2
ORD01824,1,1
ORD01825,1,4
ORD01826,1,
ORD01827,1,2
ORD01828,4,4
ORD01829,2,
ORD01830,5,3
ORD01831,1,4
ORD01832,4,5
ORD01833,3,5
ORD01834,5,2
ORD01835,5,5
ORD01836,1,1
ORD01837,4,5
ORD01838,1,5
ORD01839,3,5
ORD01840,1,4
ORD01841,5,1
ORD01842,2,1
ORD01843,2,1
ORD01844,2,2
ORD01845,2,5
ORD01846,,4
ORD01847,4,3
ORD01848,1,2
ORD01849,2,2
ORD01850,4,1
ORD01851,4,2
ORD01852,2,4
ORD01853,5,5
ORD01854,4,4
ORD01855,2,4
ORD01856,4,2
ORD01857,4,4
ORD01858,2,3
ORD01859,4,2
ORD01860,2,4
ORD01861,5,2
ORD01862,2,2
ORD01863,5,3
ORD01864,4,1
ORD01865,3,
ORD01866,2,2
ORD01867,3,4
ORD01868,5,3
ORD01869,1,2
ORD01870,,1
ORD01871,2,4
ORD01872,5,4
ORD01873,3,2
ORD01874,3,1
ORD01875,1,2
ORD01876,2,
ORD01877,2,3
ORD01878,2,3
ORD01879,,1
ORD01880,1,2
ORD01881,4,5
ORD01882,3,3
ORD01883,3,3
ORD01884,2,1
ORD01885,5,1
ORD01886,1,1
ORD01887,5,4
ORD01888,2,2
ORD01889,5,5
ORD01890,1,4
ORD01891,1,2
ORD01892,3,4
ORD01893,,4
ORD01894,2,2
ORD01895,2,5
ORD01896,4,4
ORD01897,2,5
ORD01898,5,4
ORD01899,3,2
ORD01900,2,1
ORD01901,4,3
ORD01902,2,3
ORD01903,5,4
ORD01904,5,2
ORD01905,4,1
ORD01906,1,4
ORD01907,2,4
ORD01908,4,5
ORD01909,4,4
ORD01910,2,4
ORD01911,5,1
ORD01912,4,2
ORD01913,3,4
ORD01914,,3
ORD01915,3,3
ORD01916,3,4
ORD01917,2,5
ORD01918,2,2
ORD01919,5,4
ORD01920,2,2
ORD01921,4,2
ORD01922,4,5
ORD01923,2,1
ORD01924,1,1
ORD01925,2,1
ORD01926,2,2
ORD01927,5,4
ORD01928,5,2
ORD01929,3,2
ORD01930,3,5
ORD01931,2,2
ORD01932,1,5
ORD01933,3,3
ORD01934,4,4
ORD01935,4,2
ORD01936,3,1
ORD01937,5,1
ORD01938,1,2
ORD01939,2,2
ORD01940,3,5
ORD01941,3,1
ORD01942,2,4
ORD01943,5,1
ORD01944,3,1
ORD01945,5,4
ORD01946,2,3
ORD01947,4,3
ORD01948,4,4
ORD01949,3,5
ORD01950,3,2
ORD01951,4,1
ORD01952,2,3
ORD01953,4,1
ORD01954,,2
ORD01955,4,2
ORD01956,2,3
ORD01957,4,3
ORD01958,2,4
ORD01959,3,2
ORD01960,5,5
ORD01961,5,4
ORD01962,4,4
ORD01963,4,3
ORD01964,4,3
ORD01965,4,5
ORD01966,5,2
ORD01967,4,4
ORD01968,2,4
ORD01969,1,5
ORD01970,1,1
ORD01971,1,2
ORD01972,5,4
ORD01973,3,3
ORD01974,2,3
ORD01975,5,2
ORD01976,2,5
ORD01977,1,5
ORD01978,3,4
ORD01979,3,2
ORD01980,4,1
ORD01981,1,5
ORD01982,4,2
ORD01983,3,4
ORD01984,4,3
ORD01985,3,2
ORD01986,2,1
ORD01987,3,5
ORD01988,2,1
ORD01989,1,5
ORD01990,3,
ORD01991,4,2
ORD01992,2,2
ORD01993,3,
ORD01994,5,1
ORD01995,3,1
ORD01996,3,5
ORD01997,1,5
ORD01998,4,3
ORD01999,4,2
ORD02000,4,5
ORD02001,1,5
ORD02002,3,2
ORD02003,5,5
ORD02004,5,1
ORD02005,2,3
ORD02006,2,3
ORD02007,3,5
ORD02008,1,4
ORD02009,1,1
ORD02010,1,1
ORD02011,4,4
ORD02012,5,1
ORD02013,4,2
ORD02014,5,2
ORD02015,1,5
ORD02016,2,2
ORD02017,2,4
ORD02018,4,
ORD02019,4,5
ORD02020,4,2
ORD02021,4,4
ORD02022,2,1
ORD02023,4,2
ORD02024,1,2
ORD02025,1,3
ORD02026,1,1
ORD02027,1,1
ORD02028,2,2
ORD02029,5,5
ORD02030,3,5
ORD02031,3,3
ORD02032,1,3
ORD02033,1,
ORD02034,3,3
ORD02035,3,3
ORD02036,5,4
ORD02037,4,4
ORD02038,2,2
ORD02039,5,1
ORD02040,2,5
ORD02041,5,4
ORD02042,5,1
ORD02043,5,4
ORD02044,3,1
ORD02045,1,3
ORD02046,2,4
ORD02047,4,4
ORD02048,2,4
ORD02049,4,3
ORD02050,3,3
ORD02051,1,3
ORD02052,2,3
ORD02053,1,4
ORD02054,,5
ORD02055,4,5
ORD02056,1,1
ORD02057,1,3
ORD02058,5,3
ORD02059,2,5
ORD02060,5,4
ORD02061,1,2
ORD02062,2,4
ORD02063,3,4
ORD02064,4,4
ORD02065,4,1
ORD02066,3,2
ORD02067,1,1
ORD02068,1,2
ORD02069,5,5
ORD02070,3,4
ORD02071,2,1
ORD02072,1,5
ORD02073,3,3
ORD02074,2,4
ORD02075,3,2
ORD02076,1,5
ORD02077,5,1
ORD02078,1,2
ORD02079,4,1
ORD02080,2,2
ORD02081,4,5
ORD02082,2,4
ORD02083,3,4
ORD02084,5,2
ORD02085,3,1
ORD02086,1,2
ORD02087,3,1
ORD02088,3,2
ORD02089,3,4
ORD02090,4,5
ORD02091,3,4
ORD02092,3,1
ORD02093,1,3
ORD02094,,4
ORD02095,4,4
ORD02096,5,2
ORD02097,1,2
ORD02098,4,4
ORD02099,,5
ORD02100,4,5
ORD02101,5,2
ORD02102,2,4
ORD02103,5,
ORD02104,1,5
ORD02105,4,1
ORD02106,3,1
ORD02107,2,3
ORD02108,2,4
ORD02109,4,3
ORD02110,5,2
ORD02111,3,4
ORD02112,5,4
ORD02113,4,1
ORD02114,5,4
ORD02115,1,2
ORD02116,5,2
ORD02117,5,5
ORD02118,3,4
ORD02119,1,3
ORD02120,3,1
ORD02121,1,1
ORD02122,4,1
ORD02123,5,2
ORD02124,5,1
ORD02125,5,2
ORD02126,4,1
ORD02127,2,
ORD02128,3,1
ORD02129,4,4
ORD02130,2,1
ORD02131,4,4
ORD02132,5,2
ORD02133,4,2
ORD02134,1,2
ORD02135,1,2
ORD02136,3,1
ORD02137,1,1
ORD02138,2,5
ORD02139,4,2
ORD02140,1,5
ORD02141,3,2
ORD02142,4,5
ORD02143,2,3
ORD02144,1,3
ORD02145,4,4
ORD02146,,3
ORD02147,2,3
ORD02148,4,5
ORD02149,3,2
ORD02150,1,
ORD02151,4,3
ORD02152,3,3
ORD02153,2,5
ORD02154,2,2
ORD02155,4,1
ORD02156,5,3
ORD02157,5,2
ORD02158,5,5
ORD02159,3,1
ORD02160,1,4
ORD02161,4,5
ORD02162,4,2
ORD02163,3,2
ORD02164,5,2
ORD02165,4,1
ORD02166,4,1
ORD02167,4,4
ORD02168,4,4
ORD02169,5,2
ORD02170,2,1
ORD02171,5,1
ORD02172,1,1
ORD02173,2,1
ORD02174,3,1
ORD02175,5,
ORD02176,5,5
ORD02177,4,5
ORD02178,3,3
ORD02179,5,4
ORD02180,5,3
ORD02181,4,2
ORD02182,3,4
ORD02183,1,5
ORD02184,3,2
ORD02185,2,5
ORD02186,4,5
ORD02187,4,1
ORD02188,3,4
ORD02189,1,5
ORD02190,3,2
ORD02191,5,
ORD02192,4,5
ORD02193,2,5
ORD02194,2,4
ORD02195,3,1
ORD02196,2,3
ORD02197,5,2
ORD02198,1,4
ORD02199,5,3
ORD02200,3,3
ORD02201,3,3
ORD02202,5,4
ORD02203,2,5
ORD02204,1,5
ORD02205,1,5
ORD02206,3,1
ORD02207,5,5
ORD02208,1,2
ORD02209,3,5
ORD02210,4,4
ORD02211,5,2
ORD02212,4,3
ORD02213,1,3
ORD02214,3,5
ORD02215,3,1
ORD02216,1,1
ORD02217,3,5
ORD02218,2,2
ORD02219,3,1
ORD02220,2,4
ORD02221,3,4
ORD02222,2,1
ORD02223,2,5
ORD02224,3,4
ORD02225,4,5
ORD02226,4,2
ORD02227,5,2
ORD02228,5,3
ORD02229,1,1
ORD02230,3,3
ORD02231,5,1
ORD02232,3,4
ORD02233,3,
ORD02234,2,5
ORD02235,3,4
ORD02236,1,1
ORD02237,5,2
ORD02238,3,4
ORD02239,4,2
ORD02240,5,5
ORD02241,1,2
ORD02242,4,2
ORD02243,1,4
ORD02244,5,1
ORD02245,5,5
ORD02246,3,4
ORD02247,1,3
ORD02248,3,5
ORD02249,4,2
ORD02250,5,5
ORD02251,2,
ORD02252,1,5
ORD02253,2,1
ORD02254,1,
ORD02255,3,3
ORD02256,3,3
ORD02257,3,4
ORD02258,5,4
ORD02259,2,4
ORD02260,3,2
ORD02261,1,
ORD02262,,4
ORD02263,2,5
ORD02264,5,5
ORD02265,4,3
ORD02266,3,2
ORD02267,1,5
ORD02268,4,2
ORD02269,3,3
ORD02270,4,1
ORD02271,5,4
ORD02272,5,2
ORD02273,1,1
ORD02274,3,2
ORD02275,5,3
ORD02276,2,1
ORD02277,2,3
ORD02278,2,4
ORD02279,2,5
ORD02280,3,3
ORD02281,1,2
ORD02282,4,3
ORD02283,3,3
ORD02284,2,3
ORD02285,1,2
ORD02286,4,2
ORD02287,2,5
ORD02288,4,3
ORD02289,4,1
ORD02290,4,5
ORD02291,4,5
ORD02292,4,2
ORD02293,5,4
ORD02294,2,3
ORD02295,4,1
ORD02296,5,1
ORD02297,2,5
ORD02298,5,2
ORD02299,3,4
ORD02300,1,5
ORD02301,3,3
ORD02302,4,3
ORD02303,2,2
ORD02304,3,4
ORD02305,1,2
ORD02306,1,2
ORD02307,5,4
ORD02308,5,1
ORD02309,2,4
ORD02310,5,3
ORD02311,3,3
ORD02312,2,2
ORD02313,5,5
ORD02314,4,5
ORD02315,2,2
ORD02316,5,3
ORD02317,5,3
ORD02318,4,5
ORD02319,1,1
ORD02320,1,4
ORD02321,,2
ORD02322,4,3
ORD02323,5,3
ORD02324,4,2
ORD02325,2,4
ORD02326,1,5
ORD02327,5,
ORD02328,2,1
ORD02329,1,2
ORD02330,5,2
ORD02331,4,2
ORD02332,3,5
ORD02333,5,5
ORD02334,4,5
ORD02335,3,1
ORD02336,1,3
ORD02337,4,5
ORD02338,5,1
ORD02339,1,5
ORD02340,3,3
ORD02341,3,4
ORD02342,1,4
ORD02343,1,3
ORD02344,5,2
ORD02345,2,2
ORD02346,1,5
ORD02347,2,2
ORD02348,5,2
ORD02349,,5
ORD02350,4,1
ORD02351,3,1
ORD02352,5,4
ORD02353,1,1
ORD02354,4,1
ORD02355,3,5
ORD02356,1,3
ORD02357,4,5
ORD02358,4,1
ORD02359,4,3
ORD02360,2,4
ORD02361,1,2
ORD02362,5,5
ORD02363,5,1
ORD02364,2,4
ORD02365,,5
ORD02366,3,4
ORD02367,5,1
ORD02368,1,4
ORD02369,1,3
ORD02370,4,4
ORD02371,2,5
ORD02372,5,1
ORD02373,5,2
ORD02374,3,3
ORD02375,1,2
ORD02376,5,1
ORD02377,5,5
ORD02378,2,2
ORD02379,5,3
ORD02380,3,1
ORD02381,4,5
ORD02382,5,2
ORD02383,3,3
ORD02384,1,1
ORD02385,5,5
ORD02386,4,4
ORD02387,2,3
ORD02388,2,4
ORD02389,3,2
ORD02390,5,4
ORD02391,2,2
ORD02392,4,2
ORD02393,4,3
ORD02394,5,1
ORD02395,1,1
ORD02396,1,5
ORD02397,3,1
ORD02398,3,1
ORD02399,3,3
ORD02400,4,2
ORD02401,5,3
ORD02402,4,1
ORD02403,2,3
ORD02404,1,1
ORD02405,1,2
ORD02406,1,3
ORD02407,1,
ORD02408,2,1
ORD02409,3,2
ORD02410,4,2
ORD02411,5,3
ORD02412,2,4
ORD02413,4,4
ORD02414,1,3
ORD02415,5,3
ORD02416,3,1
ORD02417,3,2
ORD02418,3,4
ORD02419,5,5
ORD02420,,5
ORD02421,4,3
ORD02422,1,
ORD02423,,2
ORD02424,1,4
ORD02425,2,2
ORD02426,1,4
ORD02427,5,4
ORD02428,5,1
ORD02429,1,5
ORD02430,2,1
ORD02431,3,3
ORD02432,5,2
ORD02433,3,3
ORD02434,4,1
ORD02435,4,4
ORD02436,2,2
ORD02437,5,1
ORD02438,1,3
ORD02439,5,2
ORD02440,4,2
ORD02441,4,5
ORD02442,4,4
ORD02443,4,5
ORD02444,2,2
ORD02445,2,5
ORD02446,1,
ORD02447,4,1
ORD02448,4,5
ORD02449,2,2
ORD02450,5,1
ORD02451,5,2
ORD02452,3,1
ORD02453,3,3
ORD02454,3,5
ORD02455,5,3
ORD02456,3,1
ORD02457,4,4
ORD02458,1,2
ORD02459,5,5
ORD02460,1,2
ORD02461,3,4
ORD02462,5,3
ORD02463,4,5
ORD02464,1,1
ORD02465,4,4
ORD02466,4,1
ORD02467,1,1
ORD02468,2,5
ORD02469,1,3
ORD02470,2,4
ORD02471,3,1
ORD02472,3,4
ORD02473,3,3
ORD02474,2,2
ORD02475,5,
ORD02476,1,3
ORD02477,1,4
ORD02478,2,5
ORD02479,4,2
ORD02480,5,2
ORD02481,1,5
ORD02482,3,4
ORD02483,1,5
ORD02484,2,
ORD02485,,2
ORD02486,1,1
ORD02487,2,5
ORD02488,1,1
ORD02489,2,1
ORD02490,1,1
ORD02491,2,2
ORD02492,2,1
ORD02493,1,3
ORD02494,1,1
ORD02495,3,4
ORD02496,3,5
ORD02497,3,3
ORD02498,4,1
ORD02499,2,3
ORD02500,1,1
ORD02501,4,1
ORD02502,4,4
ORD02503,2,2
ORD02504,3,5
ORD02505,1,4
ORD02506,1,1
ORD02507,5,
ORD02508,4,2
ORD02509,5,3
ORD02510,2,2
ORD02511,5,3
ORD02512,2,3
ORD02513,2,3
ORD02514,2,1
ORD02515,4,5
ORD02516,4,1
ORD02517,5,2
ORD02518,4,4
ORD02519,4,2
ORD02520,1,4
ORD02521,3,2
ORD02522,2,1
ORD02523,2,3
ORD02524,4,2
ORD02525,2,1
ORD02526,4,1
ORD02527,4,5
ORD02528,1,4
ORD02529,1,1
ORD02530,1,2
ORD02531,5,4
ORD02532,5,2
ORD02533,5,1
ORD02534,1,4
ORD02535,4,3
ORD02536,2,4
ORD02537,4,2
ORD02538,5,1
ORD02539,5,5
ORD02540,5,4
ORD02541,5,4
ORD02542,5,5
ORD02543,2,5
ORD02544,1,
ORD02545,4,4
ORD02546,5,2
ORD02547,5,1
ORD02548,1,3
ORD02549,5,4
ORD02550,4,2
ORD02551,5,2
ORD02552,4,4
ORD02553,5,4
ORD02554,1,5
ORD02555,2,4
ORD02556,1,1
ORD02557,2,2
ORD02558,4,2
ORD02559,4,
ORD02560,5,3
ORD02561,1,5
ORD02562,4,2
ORD02563,3,2
ORD02564,2,1
ORD02565,5,2
ORD02566,1,2
ORD02567,1,4
ORD02568,4,1
ORD02569,1,5
ORD02570,3,1
ORD02571,4,3
ORD02572,3,1
ORD02573,4,3
ORD02574,3,2
ORD02575,2,4
ORD02576,1,3
ORD02577,5,5
ORD02578,5,1
ORD02579,4,5
ORD02580,5,1
ORD02581,1,2
ORD02582,5,2
ORD02583,1,5
ORD02584,4,4
ORD02585,2,3
ORD02586,1,2
ORD02587,5,4
ORD02588,5,2
ORD02589,5,1
ORD02590,2,4
ORD02591,2,5
ORD02592,2,1
ORD02593,5,
ORD02594,2,3
ORD02595,4,5
ORD02596,3,5
ORD02597,5,1
ORD02598,1,2
ORD02599,2,1
ORD02600,5,5
ORD02601,5,5
ORD02602,3,5
ORD02603,5,1
ORD02604,4,2
ORD02605,1,4
ORD02606,2,5
ORD02607,2,4
ORD02608,4,1
ORD02609,1,2
ORD02610,3,3
ORD02611,2,2
ORD02612,5,3
ORD02613,1,2
ORD02614,5,3
ORD02615,3,3
ORD02616,2,4
ORD02617,1,2
ORD02618,5,1
ORD02619,5,3
ORD02620,5,5
ORD02621,1,5
ORD02622,5,2
ORD02623,3,4
ORD02624,2,3
ORD02625,2,2
ORD02626,3,3
ORD02627,1,2
ORD02628,3,4
ORD02629,3,2
ORD02630,2,5
ORD02631,4,1
ORD02632,5,5
ORD02633,4,5
ORD02634,1,3
ORD02635,1,1
ORD02636,2,3
ORD02637,2,4
ORD02638,1,5
ORD02639,3,3
ORD02640,2,2
ORD02641,1,2
ORD02642,4,3
ORD02643,3,2
ORD02644,2,2
ORD02645,1,5
ORD02646,,
ORD02647,5,3
ORD02648,4,4
ORD02649,5,2
ORD02650,2,4
ORD02651,5,4
ORD02652,1,4
ORD02653,1,5
ORD02654,2,3
ORD02655,4,4
ORD02656,4,1
ORD02657,3,1
ORD02658,3,4
ORD02659,4,3
ORD02660,2,4
ORD02661,5,5
ORD02662,1,4
ORD02663,5,2
ORD02664,5,3
ORD02665,2,4
ORD02666,,1
ORD02667,2,5
ORD02668,2,5
ORD02669,5,1
ORD02670,2,2
ORD02671,2,1
ORD02672,1,4
ORD02673,3,4
ORD02674,5,3
ORD02675,3,4
ORD02676,3,2
ORD02677,4,3
ORD02678,1,4
ORD02679,3,1
ORD02680,4,5
ORD02681,,5
ORD02682,,
ORD02683,4,4
ORD02684,4,1
ORD02685,4,3
ORD02686,1,3
ORD02687,1,4
ORD02688,,5
ORD02689,2,3
ORD02690,5,5
ORD02691,2,4
ORD02692,3,2
ORD02693,5,1
ORD02694,1,4
ORD02695,5,4
ORD02696,4,2
ORD02697,4,5
ORD02698,1,4
ORD02699,2,4
ORD02700,2,2
ORD02701,5,2
ORD02702,5,
ORD02703,2,2
ORD02704,4,3
ORD02705,3,3
ORD02706,3,3
ORD02707,2,1
ORD02708,3,1
ORD02709,5,1
ORD02710,2,5
ORD02711,2,2
ORD02712,2,3
ORD02713,2,2
ORD02714,1,1
ORD02715,3,5
ORD02716,1,4
ORD02717,3,3
ORD02718,2,1
ORD02719,3,3
ORD02720,1,5
ORD02721,1,5
ORD02722,1,4
ORD02723,3,4
ORD02724,5,1
ORD02725,2,2
ORD02726,4,2
ORD02727,2,3
ORD02728,5,5
ORD02729,4,
ORD02730,4,4
ORD02731,3,5
ORD02732,5,1
ORD02733,4,2
ORD02734,5,2
ORD02735,4,1
ORD02736,4,3
ORD02737,4,1
ORD02738,2,4
ORD02739,2,5
ORD02740,4,5
ORD02741,2,5
ORD02742,5,5
ORD02743,4,2
ORD02744,4,2
ORD02745,2,1
ORD02746,4,3
ORD02747,5,4
ORD02748,5,3
ORD02749,3,
ORD02750,5,1
ORD02751,5,2
ORD02752,2,4
ORD02753,5,5
ORD02754,2,3
ORD02755,3,3
ORD02756,3,3
ORD02757,,3
ORD02758,5,2
ORD02759,5,1
ORD02760,1,3
ORD02761,5,4
ORD02762,5,4
ORD02763,1,4
ORD02764,5,2
ORD02765,1,3
ORD02766,3,1
ORD02767,4,1
ORD02768,,3
ORD02769,3,4
ORD02770,3,2
ORD02771,2,5
ORD02772,2,2
ORD02773,3,2
ORD02774,5,1
ORD02775,2,5
ORD02776,1,1
ORD02777,3,4
ORD02778,1,5
ORD02779,2,3
ORD02780,1,2
ORD02781,3,2
ORD02782,5,3
ORD02783,3,4
ORD02784,1,5
ORD02785,3,4
ORD02786,5,4
ORD02787,4,4
ORD02788,5,3
ORD02789,2,
ORD02790,2,4
ORD02791,4,3
ORD02792,5,5
ORD02793,3,4
ORD02794,2,4
ORD02795,1,4
ORD02796,1,4
ORD02797,4,2
ORD02798,4,4
ORD02799,1,1
ORD02800,2,2
ORD02801,4,2
ORD02802,4,2
ORD02803,1,2
ORD02804,4,4
ORD02805,5,2
ORD02806,2,1
ORD02807,3,2
ORD02808,1,3
