Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID
ORD00701,CUST00922,PROD03437,2024-08-16,16:23:17,3,FALSE,DP00134
ORD00702,CUST05910,PROD04758,2024-09-10,11:22:01,2,FALSE,DP00342
ORD00703,CUST02396,PROD04553,2024-12-25,01:01:34,1,FALSE,DP00413
ORD00704,CUST03108,PROD05813,2024-11-18,01:14:24,2,FALSE,DP00182
ORD00705,CUST06334,PROD02193,2024-02-12,01:13:56,2,FALSE,DP00174
ORD00706,CUST09018,PROD02365,2024-11-29,19:45:00,5,FALSE,DP00218
ORD00707,CUST03784,PROD00371,2024-12-23,04:30:31,4,TRUE,DP00195
ORD00708,CUST05798,PROD01897,2024-09-04,00:12:10,1,FALSE,DP00355
ORD00709,CUST08236,PROD08935,2025-01-04,11:33:46,4,FALSE,DP00486
ORD00710,CUST03619,PROD00846,2024-07-25,10:46:02,3,FALSE,DP00292
ORD00711,CUST00142,PROD02596,2024-02-21,22:45:51,4,FALSE,DP00185
ORD00712,CUST01463,PROD03731,2024-05-20,18:13:27,1,TRUE,DP00045
ORD00713,CUST06823,PROD05192,2024-08-04,23:32:16,2,FALSE,DP00273
ORD00714,CUST04161,PROD03015,2024-01-10,10:11:49,1,TRUE,DP00341
ORD00715,CUST00030,PROD03517,2024-03-10,03:24:57,4,FALSE,DP00191
ORD00716,CUST00580,PROD02291,2024-10-01,05:05:12,2,FALSE,DP00318
ORD00717,CUST03841,PROD04845,2024-09-13,06:42:57,5,TRUE,DP00113
ORD00718,CUST02658,PROD04215,2024-10-26,01:37:43,2,TRUE,DP00220
ORD00719,CUST06496,PROD08921,2024-07-19,19:32:28,1,TRUE,DP00251
ORD00720,CUST06883,PROD05971,2024-08-19,07:39:07,2,TRUE,DP00464
ORD00721,CUST08138,PROD06025,2024-02-02,15:03:40,1,FALSE,DP00376
ORD00722,CUST00956,PROD00663,2024-08-14,06:10:46,2,FALSE,DP00367
ORD00723,CUST09434,PROD08720,2024-11-25,15:21:18,1,FALSE,DP00214
ORD00724,CUST06832,PROD09993,2024-05-27,01:11:17,4,FALSE,DP00449
ORD00725,CUST01402,PROD00353,2024-07-21,22:11:16,1,TRUE,DP00103
ORD00726,CUST09279,PROD04359,2024-08-05,11:08:17,3,FALSE,DP00137
ORD00727,CUST00676,PROD01407,2024-02-20,09:55:10,5,FALSE,DP00474
ORD00728,CUST07195,PROD07547,2024-02-18,17:29:48,3,FALSE,DP00082
ORD00729,CUST01713,PROD00342,2024-01-20,04:12:23,4,FALSE,DP00356
ORD00730,CUST04313,PROD06642,2024-03-12,13:39:01,1,FALSE,DP00034
ORD00731,CUST09634,PROD05612,2024-03-19,07:00:06,3,FALSE,DP00245
ORD00732,CUST07834,PROD04568,2024-04-01,22:44:56,3,,DP00009
ORD00733,CUST08781,PROD05072,2024-03-29,14:50:39,3,FALSE,DP00075
ORD00734,CUST04105,PROD01907,2024-11-23,15:02:41,2,FALSE,DP00475
ORD00735,CUST02106,PROD07389,2024-08-30,17:50:09,4,FALSE,DP00346
ORD00736,CUST07660,PROD01334,2024-11-28,01:55:29,2,FALSE,DP00176
ORD00737,CUST06517,PROD03643,2024-09-22,11:15:51,3,FALSE,DP00244
ORD00738,CUST08865,PROD04220,2024-12-08,02:30:03,1,FALSE,DP00401
ORD00739,CUST07760,PROD06859,2024-07-24,04:53:58,2,,DP00491
ORD00740,CUST08283,PROD04612,2024-05-23,08:07:25,4,FALSE,DP00484
ORD00741,CUST01302,PROD01638,2024-09-26,16:23:49,2,,DP00023
ORD00742,CUST02009,PROD05337,2024-12-27,05:08:56,2,,DP00034
ORD00743,CUST02267,PROD06703,2024-09-28,05:51:48,1,FALSE,DP00103
ORD00744,CUST00568,PROD07579,2024-08-03,22:30:42,2,FALSE,DP00117
ORD00745,CUST04351,PROD07562,2024-05-30,13:34:46,1,TRUE,DP00040
ORD00746,CUST00601,PROD04298,2024-07-13,13:23:29,2,FALSE,DP00353
ORD00747,CUST08502,PROD05249,2024-07-04,11:27:10,3,FALSE,DP00386
ORD00748,CUST09040,PROD08427,2024-11-10,03:06:18,3,FALSE,DP00199
ORD00749,CUST01614,PROD05434,2024-05-29,18:19:45,5,FALSE,DP00047
ORD00750,CUST00460,PROD09672,2024-12-28,09:52:12,4,TRUE,DP00363
ORD00751,CUST08030,PROD08882,2024-03-26,01:52:45,2,FALSE,DP00011
ORD00752,CUST01518,PROD02661,2024-09-22,20:09:12,2,FALSE,DP00473
ORD00753,CUST07884,PROD01485,2024-07-28,15:18:44,1,FALSE,DP00008
ORD00754,CUST01355,PROD05729,2024-11-07,01:30:23,1,TRUE,DP00384
ORD00755,CUST05393,PROD09476,2024-01-08,00:48:19,4,TRUE,DP00474
ORD00756,CUST06412,PROD07378,2024-01-27,01:32:55,2,FALSE,DP00329
ORD00757,CUST09120,PROD02081,2024-07-28,05:47:12,1,FALSE,DP00337
ORD00758,CUST08435,PROD08390,2024-03-15,15:26:30,2,FALSE,DP00111
ORD00759,CUST09627,PROD03948,2024-05-18,14:56:32,3,FALSE,DP00017
ORD00760,CUST07752,PROD00095,2024-03-15,05:21:01,2,TRUE,DP00205
ORD00761,CUST07129,PROD05091,2024-03-24,10:15:56,5,FALSE,DP00234
ORD00762,CUST08990,PROD05569,2024-05-22,09:26:04,2,FALSE,DP00101
ORD00763,CUST04661,PROD07553,2024-02-22,12:48:44,5,TRUE,DP00352
ORD00764,CUST01923,PROD00656,2024-05-08,22:23:09,4,FALSE,DP00172
ORD00765,CUST05973,PROD01804,2024-10-26,00:31:21,3,TRUE,DP00464
ORD00766,CUST05131,PROD02642,2024-03-04,13:06:13,5,FALSE,DP00121
ORD00767,CUST04369,PROD06710,2024-02-01,07:17:26,2,TRUE,DP00319
ORD00768,CUST02348,PROD06185,2024-09-23,08:16:01,2,FALSE,DP00194
ORD00769,CUST05122,PROD08748,2024-03-31,17:46:56,4,FALSE,DP00237
ORD00770,CUST02416,PROD08162,2024-10-08,02:10:40,5,FALSE,DP00347
ORD00771,CUST02393,PROD07276,2024-12-06,10:34:08,4,FALSE,DP00046
ORD00772,CUST05824,PROD02166,2024-06-15,15:33:33,4,FALSE,DP00036
ORD00773,CUST00735,PROD04662,2024-04-08,19:43:24,2,FALSE,DP00473
ORD00774,CUST02199,PROD09750,2024-04-12,17:28:08,1,TRUE,DP00419
ORD00775,CUST08483,PROD06627,2024-01-16,00:56:09,4,FALSE,DP00385
ORD00776,CUST00992,PROD04640,2024-11-09,00:35:06,1,FALSE,DP00023
ORD00777,CUST07334,PROD03914,2024-09-30,03:54:33,2,FALSE,DP00006
ORD00778,CUST07820,PROD05114,2024-06-16,04:11:05,4,FALSE,DP00093
ORD00779,CUST05333,PROD00418,2024-01-26,22:41:49,5,FALSE,DP00425
ORD00780,CUST00046,PROD01926,2024-02-08,03:52:58,1,FALSE,DP00466
ORD00781,CUST02745,PROD09388,2024-09-14,22:20:35,3,FALSE,DP00062
ORD00782,CUST05796,PROD01211,2024-04-26,06:59:36,4,FALSE,DP00448
ORD00783,CUST00932,PROD00866,2024-06-03,10:38:05,4,FALSE,DP00346
ORD00784,CUST09574,PROD01524,2024-10-07,14:39:48,4,TRUE,DP00096
ORD00785,CUST03947,PROD00908,2024-04-22,19:41:43,4,FALSE,DP00124
ORD00786,CUST07407,PROD09096,2024-10-21,01:57:39,1,FALSE,DP00124
ORD00787,CUST08101,PROD03063,2024-10-18,17:18:36,1,TRUE,DP00104
ORD00788,CUST02193,PROD05670,2024-04-12,18:23:58,2,,DP00344
ORD00789,CUST09411,PROD00955,2024-06-11,17:39:19,4,FALSE,DP00499
ORD00790,CUST09995,PROD03039,2024-07-02,02:06:12,3,TRUE,DP00241
ORD00791,CUST09148,PROD04655,2024-01-28,02:30:12,1,TRUE,DP00214
ORD00792,CUST03506,PROD01239,2024-01-17,16:45:00,1,FALSE,DP00262
ORD00793,CUST06861,PROD06476,2024-03-22,03:10:16,3,TRUE,DP00078
ORD00794,CUST07097,PROD06293,2024-09-23,20:32:30,3,TRUE,DP00440
ORD00795,CUST06792,PROD02764,2024-04-21,02:16:00,5,FALSE,DP00367
ORD00796,CUST08863,PROD09154,2024-09-06,05:57:33,3,FALSE,DP00142
ORD00797,CUST07937,PROD08300,2024-03-17,12:22:34,1,FALSE,DP00169
ORD00798,CUST09463,PROD00021,2024-07-27,06:41:11,3,FALSE,DP00064
ORD00799,CUST06520,PROD06839,2024-10-18,20:20:08,2,FALSE,DP00157
ORD00800,CUST08583,PROD02775,2024-06-26,21:37:22,2,FALSE,DP00336
ORD00801,CUST00821,PROD06268,2024-05-08,09:23:42,5,FALSE,DP00341
ORD00802,CUST03813,PROD03327,2024-07-01,12:59:26,5,FALSE,DP00229
ORD00803,CUST07482,PROD02078,2024-04-07,22:50:27,3,FALSE,DP00095
ORD00804,CUST00472,PROD02113,2024-11-07,03:15:09,5,FALSE,DP00378
ORD00805,CUST07111,PROD07069,2024-11-16,23:47:42,2,FALSE,DP00002
ORD00806,CUST04756,PROD01138,2024-10-10,06:54:30,3,FALSE,DP00434
ORD00807,CUST01792,PROD01170,2024-08-26,04:45:26,2,TRUE,DP00138
ORD00808,CUST01256,PROD06257,2024-07-18,13:33:34,2,FALSE,DP00435
ORD00809,CUST08232,PROD00496,2024-04-03,22:59:30,4,,DP00063
ORD00810,CUST04916,PROD02131,2024-11-10,19:05:53,3,FALSE,DP00082
ORD00811,CUST09356,PROD02905,2024-04-28,18:37:59,4,TRUE,DP00164
ORD00812,CUST08980,PROD05319,2024-09-04,13:35:30,2,TRUE,DP00303
ORD00813,CUST00995,PROD02129,2024-12-23,17:56:55,2,FALSE,DP00128
ORD00814,CUST04010,PROD01270,2024-08-14,16:49:00,5,TRUE,DP00330
ORD00815,CUST06131,PROD01116,2024-06-18,12:47:21,3,TRUE,DP00392
ORD00816,CUST05053,PROD00463,2024-07-27,08:05:01,2,FALSE,DP00262
ORD00817,CUST04241,PROD06289,2024-04-17,18:00:53,5,FALSE,DP00212
ORD00818,CUST04713,PROD03598,2024-07-02,20:53:10,1,FALSE,DP00194
ORD00819,CUST03541,PROD09114,2024-03-19,10:32:47,5,FALSE,DP00496
ORD00820,CUST09495,PROD04109,2024-09-16,13:19:20,3,FALSE,DP00495
ORD00821,CUST03744,PROD04179,2024-11-01,12:37:06,2,FALSE,DP00102
ORD00822,CUST00883,PROD02099,2024-02-02,21:53:27,2,TRUE,DP00076
ORD00823,CUST05624,PROD05927,2024-06-24,20:38:46,5,TRUE,DP00428
ORD00824,CUST00595,PROD01378,2024-04-25,23:12:32,4,FALSE,DP00173
ORD00825,CUST07168,PROD09365,2024-07-26,10:26:46,1,,DP00178
ORD00826,CUST00681,PROD08728,2024-11-08,10:37:55,2,FALSE,DP00162
ORD00827,CUST05353,PROD01909,2024-12-30,01:36:41,1,TRUE,DP00057
ORD00828,CUST07255,PROD05519,2024-04-08,01:20:31,2,FALSE,DP00382
ORD00829,CUST07126,PROD01193,2024-02-15,21:39:50,2,FALSE,DP00395
ORD00830,CUST07119,PROD02579,2024-07-30,08:23:51,4,FALSE,DP00454
ORD00831,CUST09064,PROD04051,2024-12-16,21:25:40,2,FALSE,DP00458
ORD00832,CUST04031,PROD04774,2024-09-21,03:01:39,3,TRUE,DP00372
ORD00833,CUST09899,PROD05268,2024-06-20,01:22:25,3,FALSE,DP00081
ORD00834,CUST00905,PROD02497,2024-10-29,22:53:25,3,FALSE,DP00377
ORD00835,CUST08629,PROD03730,2024-07-26,08:55:13,5,FALSE,DP00350
ORD00836,CUST08932,PROD07863,2024-05-28,06:11:37,3,FALSE,DP00378
ORD00837,CUST06382,PROD07568,2024-08-19,18:31:01,2,TRUE,DP00490
ORD00838,CUST00431,PROD03580,2024-07-06,16:52:30,4,FALSE,DP00262
ORD00839,CUST09535,PROD02951,2024-05-02,05:43:03,2,TRUE,DP00051
ORD00840,CUST02866,PROD09102,2024-08-29,09:57:19,4,TRUE,DP00298
ORD00841,CUST01799,PROD05098,2024-07-24,13:22:32,5,TRUE,DP00349
ORD00842,CUST02835,PROD01999,2024-09-15,03:01:55,1,FALSE,DP00411
ORD00843,CUST08906,PROD03575,2024-06-16,18:17:40,3,FALSE,DP00116
ORD00844,CUST09884,PROD09337,2024-12-31,23:28:43,1,TRUE,DP00090
ORD00845,CUST05716,PROD09854,2024-11-26,14:32:23,3,TRUE,DP00009
ORD00846,CUST04659,PROD03274,2024-11-10,01:37:49,4,FALSE,DP00204
ORD00847,CUST09849,PROD05117,2024-09-08,07:36:21,2,FALSE,DP00311
ORD00848,CUST02171,PROD05106,2024-08-27,19:51:21,4,TRUE,DP00151
ORD00849,CUST08982,PROD06305,2024-05-15,08:51:24,5,FALSE,DP00228
ORD00850,CUST08357,PROD09449,2024-08-27,07:34:14,4,FALSE,DP00236
ORD00851,CUST00024,PROD02307,2024-04-05,00:21:02,4,TRUE,DP00300
ORD00852,CUST09422,PROD02178,2024-04-07,11:01:00,1,FALSE,DP00299
ORD00853,CUST07503,PROD00144,2024-12-29,22:50:45,1,TRUE,DP00232
ORD00854,CUST09119,PROD03566,2024-11-22,02:35:07,2,FALSE,DP00134
ORD00855,CUST08595,PROD09610,2024-09-28,03:09:12,4,FALSE,DP00065
ORD00856,CUST04763,PROD05225,2024-10-21,06:44:29,1,FALSE,DP00225
ORD00857,CUST01841,PROD04899,2024-05-29,00:41:07,5,TRUE,DP00405
ORD00858,CUST03072,PROD08989,2024-07-05,21:22:07,2,FALSE,DP00226
ORD00859,CUST02460,PROD09329,2024-12-19,07:53:10,1,FALSE,DP00271
ORD00860,CUST09691,PROD06019,2024-02-21,03:54:22,5,FALSE,DP00067
ORD00861,CUST03440,PROD09579,2024-09-12,07:54:44,2,FALSE,DP00278
ORD00862,CUST00179,PROD06548,2024-12-05,07:09:12,2,FALSE,DP00289
ORD00863,CUST01824,PROD01728,2024-04-07,00:05:27,1,TRUE,DP00318
ORD00864,CUST05066,PROD04063,2024-09-03,13:39:31,1,TRUE,DP00457
ORD00865,CUST05926,PROD03277,2024-09-23,11:21:29,2,FALSE,DP00241
ORD00866,CUST04325,PROD05501,2024-06-20,21:43:05,2,FALSE,DP00241
ORD00867,CUST07170,PROD09296,2024-02-07,22:45:57,3,FALSE,DP00086
ORD00868,CUST04479,PROD05353,2024-01-16,20:20:02,1,FALSE,DP00297
ORD00869,CUST03282,PROD06616,2024-03-02,22:07:45,3,FALSE,DP00119
ORD00870,CUST00222,PROD01870,2024-05-31,20:46:41,4,TRUE,DP00036
ORD00871,CUST04243,PROD09247,2024-02-23,02:37:48,3,FALSE,DP00110
ORD00872,CUST02464,PROD06558,2024-05-11,23:50:49,3,FALSE,DP00255
ORD00873,CUST06831,PROD01459,2024-03-20,15:50:51,3,FALSE,DP00028
ORD00874,CUST05087,PROD07917,2024-12-30,06:20:24,3,TRUE,DP00466
ORD00875,CUST00450,PROD05324,2024-12-16,00:25:36,5,FALSE,DP00173
ORD00876,CUST03599,PROD06949,2024-02-19,21:51:09,2,FALSE,DP00261
ORD00877,CUST02896,PROD08507,2024-11-06,02:37:41,4,FALSE,DP00045
ORD00878,CUST04016,PROD05314,2024-10-31,05:40:02,2,FALSE,DP00458
ORD00879,CUST01016,PROD00554,2024-06-27,07:55:11,3,FALSE,DP00384
ORD00880,CUST02612,PROD03329,2024-12-29,12:45:25,4,FALSE,DP00236
ORD00881,CUST09298,PROD00047,2024-05-21,22:36:03,2,FALSE,DP00422
ORD00882,CUST04273,PROD00779,2024-08-31,20:42:00,3,TRUE,DP00475
ORD00883,CUST09167,PROD03507,2024-10-22,16:12:41,5,TRUE,DP00197
ORD00884,CUST08403,PROD09576,2024-04-29,15:54:23,3,TRUE,DP00461
ORD00885,CUST03240,PROD05969,2024-08-09,03:14:12,1,FALSE,DP00325
ORD00886,CUST09217,PROD00493,2024-12-22,01:58:02,3,,DP00359
ORD00887,CUST04061,PROD04216,2024-04-02,01:48:36,5,FALSE,DP00211
ORD00888,CUST09874,PROD01028,2024-03-15,01:19:50,1,TRUE,DP00002
ORD00889,CUST08460,PROD05640,2025-01-04,08:50:09,1,FALSE,DP00091
ORD00890,CUST05579,PROD03014,2024-10-13,14:21:03,3,TRUE,DP00423
ORD00891,CUST06707,PROD09294,2024-11-12,08:30:59,3,TRUE,DP00273
ORD00892,CUST09001,PROD06383,2024-04-18,16:14:36,4,FALSE,DP00200
ORD00893,CUST03750,PROD06511,2024-06-10,10:25:54,2,TRUE,DP00229
ORD00894,CUST08252,PROD04594,2024-03-01,18:07:04,4,TRUE,DP00353
ORD00895,CUST04810,PROD03805,2024-02-29,20:54:44,1,TRUE,DP00485
ORD00896,CUST07727,PROD02965,2024-12-08,15:44:22,3,FALSE,DP00016
ORD00897,CUST02941,PROD08390,2024-01-24,18:56:36,3,TRUE,DP00164
ORD00898,CUST07621,PROD01765,2024-07-03,17:33:24,4,TRUE,DP00197
ORD00899,CUST04689,PROD05879,2024-08-20,15:03:21,5,TRUE,DP00087
ORD00900,CUST01507,PROD01524,2024-05-24,01:54:08,2,FALSE,DP00463
ORD00901,CUST08022,PROD02272,2024-09-23,16:35:02,2,TRUE,DP00144
ORD00902,CUST04528,PROD08947,2024-08-18,09:59:19,1,FALSE,DP00443
ORD00903,CUST02163,PROD08329,2024-11-13,18:16:34,1,TRUE,DP00207
ORD00904,CUST08060,PROD08560,2024-06-22,10:54:51,3,FALSE,DP00188
ORD00905,CUST00783,PROD00998,2024-06-06,18:16:21,2,TRUE,DP00130
ORD00906,CUST05605,PROD05208,2024-04-06,03:14:27,5,FALSE,DP00372
ORD00907,CUST08222,PROD01539,2024-01-20,11:01:31,1,FALSE,DP00418
ORD00908,CUST07182,PROD00467,2024-07-22,13:51:25,2,TRUE,DP00355
ORD00909,CUST07377,PROD04549,2024-07-06,05:33:38,2,TRUE,DP00175
ORD00910,CUST00159,PROD08660,2024-03-28,01:04:41,1,FALSE,DP00217
ORD00911,CUST03872,PROD06739,2024-05-02,16:15:14,4,FALSE,DP00344
ORD00912,CUST01279,PROD02748,2024-04-06,01:31:40,1,FALSE,DP00377
ORD00913,CUST05066,PROD01768,2024-10-14,00:44:52,4,TRUE,DP00142
ORD00914,CUST00295,PROD00645,2024-08-04,05:59:37,5,FALSE,DP00355
ORD00915,CUST08124,PROD02293,2024-07-06,22:25:10,2,TRUE,DP00304
ORD00916,CUST08395,PROD09064,2024-12-11,07:43:23,4,FALSE,DP00361
ORD00917,CUST07296,PROD07112,2024-06-19,16:27:06,2,TRUE,DP00218
ORD00918,CUST08770,PROD06807,2024-01-19,03:36:32,1,FALSE,DP00086
ORD00919,CUST03379,PROD01276,2024-10-29,08:15:35,4,FALSE,DP00152
ORD00920,CUST01816,PROD05356,2024-04-25,15:08:16,3,FALSE,DP00326
ORD00921,CUST03659,PROD03095,2024-01-21,01:36:59,5,FALSE,DP00015
ORD00922,CUST00460,PROD02144,2024-09-24,23:20:37,2,FALSE,DP00426
ORD00923,CUST09720,PROD09601,2024-09-02,06:12:48,4,FALSE,DP00079
ORD00924,CUST01774,PROD01709,2024-05-19,06:53:46,5,FALSE,DP00407
ORD00925,CUST02233,PROD09502,2024-02-12,06:45:28,4,FALSE,DP00283
ORD00926,CUST03382,PROD06987,2024-02-09,13:52:03,2,TRUE,DP00211
ORD00927,CUST09911,PROD00778,2024-05-30,13:05:22,4,TRUE,DP00456
ORD00928,CUST09798,PROD08342,2024-06-28,21:55:28,2,FALSE,DP00430
ORD00929,CUST09152,PROD01021,2024-06-08,10:55:10,3,FALSE,DP00299
ORD00930,CUST07323,PROD02126,2024-06-02,05:04:29,3,FALSE,DP00102
ORD00931,CUST06125,PROD09725,2024-10-25,06:40:19,3,TRUE,DP00193
ORD00932,CUST02947,PROD03203,2024-09-16,16:43:04,1,FALSE,DP00409
ORD00933,CUST07927,PROD08302,2024-05-09,06:32:50,3,FALSE,DP00079
ORD00934,CUST05325,PROD09034,2024-10-05,21:26:18,1,FALSE,DP00181
ORD00935,CUST00996,PROD04220,2024-10-27,14:11:17,2,FALSE,DP00381
ORD00936,CUST05898,PROD03591,2024-10-11,22:14:35,5,FALSE,DP00409
ORD00937,CUST07724,PROD03284,2024-04-11,01:15:30,1,TRUE,DP00186
ORD00938,CUST00901,PROD05380,2024-07-25,07:28:49,4,FALSE,DP00356
ORD00939,CUST02883,PROD03252,2024-01-16,04:52:01,4,TRUE,DP00007
ORD00940,CUST05198,PROD00514,2024-08-24,23:58:20,3,FALSE,DP00292
ORD00941,CUST00541,PROD04631,2024-03-16,18:09:25,4,FALSE,DP00396
ORD00942,CUST03343,PROD02829,2024-04-07,16:04:13,3,FALSE,DP00017
ORD00943,CUST01752,PROD07612,2024-05-04,17:46:08,3,TRUE,DP00214
ORD00944,CUST06460,PROD00394,2024-09-06,18:55:38,4,TRUE,DP00360
ORD00945,CUST08204,PROD00126,2024-05-24,23:48:32,2,TRUE,DP00407
ORD00946,CUST06904,PROD02653,2025-01-04,10:48:34,3,TRUE,DP00200
ORD00947,CUST01529,PROD06199,2025-01-05,16:33:56,4,FALSE,DP00047
ORD00948,CUST01374,PROD06126,2024-12-21,17:21:18,2,TRUE,DP00447
ORD00949,CUST02975,PROD05711,2024-09-27,17:45:45,1,TRUE,DP00015
ORD00950,CUST08624,PROD08666,2024-05-10,07:32:27,1,,DP00125
ORD00951,CUST07201,PROD05652,2024-10-29,08:02:29,3,TRUE,DP00284
ORD00952,CUST08575,PROD08827,2024-04-13,04:58:07,4,TRUE,DP00352
ORD00953,CUST03854,PROD03037,2024-12-06,22:49:24,1,FALSE,DP00156
ORD00954,CUST01624,PROD09329,2024-04-11,22:59:33,3,FALSE,DP00201
ORD00955,CUST00655,PROD02821,2024-04-30,13:11:02,2,FALSE,DP00125
ORD00956,CUST00504,PROD05832,2024-08-05,14:14:20,1,FALSE,DP00149
ORD00957,CUST05350,PROD06118,2024-10-01,11:56:25,2,TRUE,DP00097
ORD00958,CUST03014,PROD08895,2024-06-24,08:39:48,3,FALSE,DP00081
ORD00959,CUST05406,PROD03568,2024-03-03,09:18:16,1,TRUE,DP00323
ORD00960,CUST02993,PROD02612,2024-11-28,12:16:15,5,FALSE,DP00090
ORD00961,CUST07799,PROD03549,2024-06-06,00:50:41,5,TRUE,DP00099
ORD00962,CUST05390,PROD05345,2024-01-26,00:31:59,1,FALSE,DP00084
ORD00963,CUST08193,PROD05365,2024-08-11,01:47:43,1,TRUE,DP00464
ORD00964,CUST01790,PROD05723,2025-01-01,01:33:05,3,TRUE,DP00093
ORD00965,CUST05301,PROD01293,2024-08-13,08:10:00,1,TRUE,DP00201
ORD00966,CUST09725,PROD04045,2024-06-24,17:12:35,4,FALSE,DP00250
ORD00967,CUST06934,PROD02486,2024-08-30,06:11:59,3,FALSE,DP00348
ORD00968,CUST07412,PROD00195,2024-12-14,18:40:05,3,FALSE,DP00253
ORD00969,CUST03178,PROD04384,2024-02-10,05:59:07,2,FALSE,DP00397
ORD00970,CUST04392,PROD02341,2024-03-04,20:25:24,5,FALSE,DP00101
ORD00971,CUST00341,PROD01213,2024-12-16,04:45:00,3,FALSE,DP00401
ORD00972,CUST05603,PROD01498,2024-02-28,02:31:42,5,FALSE,DP00043
ORD00973,CUST00565,PROD04829,2024-05-03,02:00:31,5,FALSE,DP00227
ORD00974,CUST00122,PROD08562,2024-01-28,17:42:32,3,FALSE,DP00241
ORD00975,CUST09115,PROD05660,2024-04-18,04:51:17,2,TRUE,DP00373
ORD00976,CUST00072,PROD06421,2024-02-13,19:32:18,1,FALSE,DP00420
ORD00977,CUST02626,PROD00735,2024-10-11,15:49:26,1,FALSE,DP00192
ORD00978,CUST04494,PROD09457,2024-11-08,11:53:28,1,TRUE,DP00221
ORD00979,CUST06852,PROD00293,2024-06-13,07:28:33,3,FALSE,DP00202
ORD00980,CUST02192,PROD00779,2024-09-26,04:27:35,2,FALSE,DP00468
ORD00981,CUST09635,PROD09120,2024-04-08,00:12:57,5,TRUE,DP00384
ORD00982,CUST04878,PROD02008,2024-02-21,03:11:43,1,FALSE,DP00493
ORD00983,CUST06532,PROD05216,2024-09-23,01:48:46,2,FALSE,DP00136
ORD00984,CUST02462,PROD03288,2024-11-14,06:23:28,5,TRUE,DP00398
ORD00985,CUST09800,PROD03086,2024-10-02,00:08:56,4,FALSE,DP00414
ORD00986,CUST08587,PROD03823,2024-01-10,19:11:01,3,FALSE,DP00388
ORD00987,CUST07879,PROD03452,2024-07-14,16:48:36,4,FALSE,DP00498
ORD00988,CUST00017,PROD07723,2024-09-05,17:18:12,1,FALSE,DP00174
ORD00989,CUST09344,PROD04271,2024-08-26,04:46:24,3,TRUE,DP00025
ORD00990,CUST07577,PROD08663,2024-09-20,21:19:07,4,FALSE,DP00226
ORD00991,CUST02507,PROD08301,2024-07-08,15:53:45,1,FALSE,DP00316
ORD00992,CUST06287,PROD09541,2024-05-13,17:44:12,3,TRUE,DP00469
ORD00993,CUST06977,PROD08785,2024-08-25,15:24:29,2,FALSE,DP00188
ORD00994,CUST02413,PROD05913,2024-06-10,04:27:05,2,FALSE,DP00082
ORD00995,CUST00397,PROD03732,2024-11-23,19:25:21,4,FALSE,DP00159
ORD00996,CUST09367,PROD00122,2024-06-09,12:08:30,3,FALSE,DP00267
ORD00997,CUST02791,PROD01304,2024-12-24,08:11:01,4,TRUE,DP00360
ORD00998,CUST04572,PROD04764,2024-08-09,23:49:54,5,TRUE,DP00490
ORD00999,CUST09242,PROD02971,2024-01-15,02:18:03,4,TRUE,DP00059
ORD01000,CUST02467,PROD02063,2024-04-04,03:31:35,4,FALSE,DP00155
ORD01001,CUST02665,PROD07808,2024-11-17,01:21:56,4,FALSE,DP00389
ORD01002,CUST03206,PROD01176,2024-10-24,12:57:49,3,FALSE,DP00061
ORD01003,CUST03623,PROD03824,2024-08-15,01:38:20,4,FALSE,DP00357
ORD01004,CUST09248,PROD04502,2024-04-18,12:34:31,1,FALSE,DP00161
ORD01005,CUST04780,PROD04891,2024-11-18,10:53:54,2,FALSE,DP00349
ORD01006,CUST08014,PROD07590,2024-02-28,22:05:11,4,FALSE,DP00369
ORD01007,CUST00929,PROD05795,2024-08-23,21:02:11,3,TRUE,DP00401
ORD01008,CUST01900,PROD09712,2024-03-01,18:23:03,1,FALSE,DP00253
ORD01009,CUST07732,PROD07475,2024-04-27,11:28:19,1,FALSE,DP00059
ORD01010,CUST02718,PROD00507,2024-10-15,21:09:34,5,TRUE,DP00434
ORD01011,CUST01472,PROD08731,2024-12-02,11:06:10,5,TRUE,DP00267
ORD01012,CUST06787,PROD04327,2024-11-24,08:49:31,3,FALSE,DP00261
ORD01013,CUST04447,PROD00820,2024-01-18,19:52:43,3,FALSE,DP00495
ORD01014,CUST09993,PROD07759,2024-07-31,11:39:20,4,FALSE,DP00012
ORD01015,CUST06109,PROD03441,2024-06-08,12:23:25,5,FALSE,DP00363
ORD01016,CUST04310,PROD08826,2024-12-15,23:12:34,4,FALSE,DP00427
ORD01017,CUST06448,PROD06003,2024-08-20,17:47:19,1,FALSE,DP00320
ORD01018,CUST06579,PROD00706,2024-11-09,04:12:54,5,TRUE,DP00262
ORD01019,CUST07160,PROD07803,2024-03-24,13:27:49,2,TRUE,DP00165
ORD01020,CUST08933,PROD07406,2024-08-28,04:18:39,5,FALSE,DP00381
ORD01021,CUST00946,PROD07891,2024-02-25,19:43:39,4,FALSE,DP00314
ORD01022,CUST03959,PROD03620,2024-02-07,17:15:29,3,FALSE,DP00333
ORD01023,CUST01575,PROD01547,2024-06-25,15:27:45,2,FALSE,DP00241
ORD01024,CUST02277,PROD02753,2024-05-06,23:14:18,1,FALSE,DP00017
ORD01025,CUST09024,PROD06401,2024-12-15,14:35:41,4,TRUE,DP00180
