P_ID,Product_Name,Category,Price,Features,Affected_Price,Del_Charge,Total_Price,Final_Price
PROD01076,USB Cable,Electronics,1595,Free Delivery,1276,35,1630,1595
PROD01077,Fruit Juice,Snacks & Drinks,736,Free Delivery,588.8,45,781,736
PROD01078,Floor Cleaner,Household Essentials,1100,Free Delivery,880,44,1144,1100
PROD01079,Sponges,Household Essentials,441,Free Delivery,352.8,40,481,441
PROD01080,Toilet Cleaner,Household Essentials,752,Free Delivery,601.6,43,795,752
PROD01081,Salt,Groceries & Kitchen Essentials,813,"Free Delivery, 20% on product",650.4,50,863,863
PROD01082,Wheat Flour,Groceries & Kitchen Essentials,1748,"Free Delivery, 20% on product",1398.4,42,1790,1790
PROD01083,Instant Noodles,Groceries & Kitchen Essentials,752,"Free Delivery, 20% on product",601.6,31,783,783
PROD01084,Sugar,Groceries & Kitchen Essentials,1334,"Free Delivery, 20% on product",1067.2,46,1380,1380
PROD01085,Spaghetti,Recipe Ideas,68,,54.4,48,116,116
PROD01086,Chocolate Cookies,Snacks & Drinks,1466,Free Delivery,1172.8,48,1514,1466
PROD01087,Smart Plug,Electronics,232,Free Delivery,185.6,35,267,232
PROD01088,Glass Cleaner,Household Essentials,559,Free Delivery,447.2,38,597,559
PROD01089,Instant Noodles,Groceries & Kitchen Essentials,1657,"Free Delivery, 20% on product",1325.6,33,1690,1690
PROD01090,Body Lotion,Beauty & Personal Care,1431,Free Delivery,1144.8,33,1464,1431
PROD01091,Tea,Groceries & Kitchen Essentials,1307,"Free Delivery, 20% on product",1045.6,48,1355,1355
PROD01092,Spices,Groceries & Kitchen Essentials,778,"Free Delivery, 20% on product",622.4,31,809,809
PROD01093,Tea,Groceries & Kitchen Essentials,1574,"Free Delivery, 20% on product",1259.2,40,1614,1614
PROD01094,Basmati Rice,Groceries & Kitchen Essentials,1101,"Free Delivery, 20% on product",880.8,49,1150,1150
PROD01095,Sugar,Groceries & Kitchen Essentials,179,"Free Delivery, 20% on product",143.2,42,221,221
PROD01096,Bluetooth Speaker,Electronics,876,Free Delivery,700.8,44,920,876
PROD01097,Wireless Earphones,Electronics,1645,Free Delivery,1316,41,1686,1645
PROD01098,Cooking Oil,Groceries & Kitchen Essentials,1431,"Free Delivery, 20% on product",1144.8,50,1481,1481
PROD01099,LED Light Bulb,Electronics,1298,Free Delivery,1038.4,34,1332,1298
PROD01100,USB Cable,Electronics,442,Free Delivery,353.6,33,475,442
PROD01101,Spices,Groceries & Kitchen Essentials,1354,"Free Delivery, 20% on product",1083.2,42,1396,1396
PROD01102,Smartwatch,Electronics,909,Free Delivery,727.2,48,957,909
PROD01103,Pizza Base,Recipe Ideas,1342,Free Delivery,1073.6,45,1387,1342
PROD01104,Face Cream,Beauty & Personal Care,1181,Free Delivery,944.8,37,1218,1181
PROD01105,Cereal Bars,Snacks & Drinks,234,Free Delivery,187.2,31,265,234
PROD01106,LED Light Bulb,Electronics,735,Free Delivery,588,44,779,735
PROD01107,Fruit Juice,Snacks & Drinks,80,,64,32,112,112
PROD01108,Wireless Earphones,Electronics,254,Free Delivery,203.2,38,292,254
PROD01109,Wireless Earphones,Electronics,235,Free Delivery,188,36,271,235
PROD01110,Tea,Groceries & Kitchen Essentials,1485,"Free Delivery, 20% on product",1188,48,1533,1533
PROD01111,Scrub Pads,Household Essentials,990,Free Delivery,792,43,1033,990
PROD01112,USB Cable,Electronics,1805,Free Delivery,1444,38,1843,1805
PROD01113,Salt,Groceries & Kitchen Essentials,1767,"Free Delivery, 20% on product",1413.6,45,1812,1812
PROD01114,Memory Card,Electronics,991,Free Delivery,792.8,39,1030,991
PROD01115,Smart Plug,Electronics,474,Free Delivery,379.2,35,509,474
PROD01116,LED Light Bulb,Electronics,1044,Free Delivery,835.2,35,1079,1044
PROD01117,Dishwashing Liquid,Household Essentials,1653,Free Delivery,1322.4,43,1696,1653
PROD01118,Wireless Earphones,Electronics,307,Free Delivery,245.6,33,340,307
PROD01119,Wireless Earphones,Electronics,1577,Free Delivery,1261.6,48,1625,1577
PROD01120,Shampoo,Beauty & Personal Care,255,Free Delivery,204,45,300,255
PROD01121,Smartwatch,Electronics,1591,Free Delivery,1272.8,32,1623,1591
PROD01122,Smart Plug,Electronics,392,Free Delivery,313.6,30,422,392
PROD01123,Dishwashing Liquid,Household Essentials,846,Free Delivery,676.8,39,885,846
PROD01124,Pasta Sauce,Recipe Ideas,1915,Free Delivery,1532,38,1953,1915
PROD01125,Fruit Juice,Snacks & Drinks,1335,Free Delivery,1068,41,1376,1335
PROD01126,Soft Drink,Snacks & Drinks,619,Free Delivery,495.2,37,656,619
PROD01127,Power Bank,Electronics,827,Free Delivery,661.6,40,867,827
PROD01128,Basmati Rice,Groceries & Kitchen Essentials,730,"Free Delivery, 20% on product",584,37,767,767
PROD01129,Scrub Pads,Household Essentials,1669,Free Delivery,1335.2,49,1718,1669
PROD01130,Floor Cleaner,Household Essentials,1087,Free Delivery,869.6,33,1120,1087
PROD01131,Laundry Detergent,Household Essentials,734,Free Delivery,587.2,37,771,734
PROD01132,Wheat Flour,Groceries & Kitchen Essentials,550,"Free Delivery, 20% on product",440,38,588,588
PROD01133,Salt,Groceries & Kitchen Essentials,1968,"Free Delivery, 20% on product",1574.4,36,2004,2004
PROD01134,Coffee,Groceries & Kitchen Essentials,1290,"Free Delivery, 20% on product",1032,41,1331,1331
PROD01135,Energy Bar,Snacks & Drinks,1329,Free Delivery,1063.2,41,1370,1329
PROD01136,Laundry Detergent,Household Essentials,1595,Free Delivery,1276,33,1628,1595
PROD01137,Deodorant,Beauty & Personal Care,1917,Free Delivery,1533.6,44,1961,1917
PROD01138,Sponges,Household Essentials,113,Free Delivery,90.4,41,154,113
PROD01139,Bread Crumbs,Recipe Ideas,931,Free Delivery,744.8,42,973,931
PROD01140,Yeast,Recipe Ideas,346,Free Delivery,276.8,33,379,346
PROD01141,Portable Hard Drive,Electronics,519,Free Delivery,415.2,48,567,519
PROD01142,Sponges,Household Essentials,335,Free Delivery,268,47,382,335
PROD01143,Baking Powder,Recipe Ideas,666,Free Delivery,532.8,42,708,666
PROD01144,Toilet Cleaner,Household Essentials,162,Free Delivery,129.6,44,206,162
PROD01145,Hair Oil,Beauty & Personal Care,655,Free Delivery,524,30,685,655
PROD01146,USB Cable,Electronics,1236,Free Delivery,988.8,30,1266,1236
PROD01147,Salt,Groceries & Kitchen Essentials,1491,"Free Delivery, 20% on product",1192.8,33,1524,1524
PROD01148,Hair Oil,Beauty & Personal Care,1785,Free Delivery,1428,40,1825,1785
PROD01149,Laundry Detergent,Household Essentials,1255,Free Delivery,1004,31,1286,1255
PROD01150,Scrub Pads,Household Essentials,1753,Free Delivery,1402.4,44,1797,1753
PROD01151,Laundry Detergent,Household Essentials,1574,Free Delivery,1259.2,41,1615,1574
PROD01152,Laundry Detergent,Household Essentials,1188,Free Delivery,950.4,33,1221,1188
PROD01153,Memory Card,Electronics,139,Free Delivery,111.2,33,172,139
PROD01154,Face Wash,Beauty & Personal Care,198,Free Delivery,158.4,46,244,198
PROD01155,Tissue Paper,Household Essentials,1760,Free Delivery,1408,49,1809,1760
PROD01156,Memory Card,Electronics,1877,Free Delivery,1501.6,50,1927,1877
PROD01157,Wheat Flour,Groceries & Kitchen Essentials,1307,"Free Delivery, 20% on product",1045.6,47,1354,1354
PROD01158,Smart Plug,Electronics,507,Free Delivery,405.6,34,541,507
PROD01159,Body Lotion,Beauty & Personal Care,1276,Free Delivery,1020.8,45,1321,1276
PROD01160,Pulses,Groceries & Kitchen Essentials,1223,"Free Delivery, 20% on product",978.4,47,1270,1270
PROD01161,Smart Plug,Electronics,485,Free Delivery,388,35,520,485
PROD01162,Smartwatch,Electronics,918,Free Delivery,734.4,32,950,918
PROD01163,Fruit Juice,Snacks & Drinks,324,Free Delivery,259.2,33,357,324
PROD01164,Vanilla Extract,Recipe Ideas,1137,Free Delivery,909.6,47,1184,1137
PROD01165,Basmati Rice,Groceries & Kitchen Essentials,1035,"Free Delivery, 20% on product",828,32,1067,1067
PROD01166,Tea,Groceries & Kitchen Essentials,507,"Free Delivery, 20% on product",405.6,38,545,545
PROD01167,Trail Mix,Snacks & Drinks,300,Free Delivery,240,48,348,300
PROD01168,Bluetooth Speaker,Electronics,944,Free Delivery,755.2,34,978,944
PROD01169,Vanilla Extract,Recipe Ideas,867,Free Delivery,693.6,33,900,867
PROD01170,Power Bank,Electronics,1788,Free Delivery,1430.4,35,1823,1788
PROD01171,Sponges,Household Essentials,1053,Free Delivery,842.4,37,1090,1053
PROD01172,Air Freshener,Household Essentials,1836,Free Delivery,1468.8,50,1886,1836
PROD01173,Packaged Snacks,Snacks & Drinks,1628,Free Delivery,1302.4,34,1662,1628
PROD01174,Laundry Detergent,Household Essentials,1610,Free Delivery,1288,38,1648,1610
PROD01175,Garbage Bags,Household Essentials,240,Free Delivery,192,38,278,240
PROD01176,Smartwatch,Electronics,745,Free Delivery,596,49,794,745
PROD01177,Air Freshener,Household Essentials,1248,Free Delivery,998.4,39,1287,1248
PROD01178,Bluetooth Speaker,Electronics,381,Free Delivery,304.8,40,421,381
PROD01179,Conditioner,Beauty & Personal Care,1915,Free Delivery,1532,32,1947,1915
PROD01180,Flavored Milk,Snacks & Drinks,956,Free Delivery,764.8,40,996,956
PROD01181,Cake Mix,Recipe Ideas,1508,Free Delivery,1206.4,37,1545,1508
PROD01182,Spaghetti,Recipe Ideas,775,Free Delivery,620,30,805,775
PROD01183,Yeast,Recipe Ideas,1732,Free Delivery,1385.6,35,1767,1732
PROD01184,Bluetooth Speaker,Electronics,866,Free Delivery,692.8,42,908,866
PROD01185,Face Wash,Beauty & Personal Care,444,Free Delivery,355.2,41,485,444
PROD01186,Air Freshener,Household Essentials,962,Free Delivery,769.6,46,1008,962
PROD01187,Salt,Groceries & Kitchen Essentials,1554,"Free Delivery, 20% on product",1243.2,33,1587,1587
PROD01188,Laundry Detergent,Household Essentials,966,Free Delivery,772.8,39,1005,966
PROD01189,Potato Chips,Snacks & Drinks,702,Free Delivery,561.6,34,736,702
PROD01190,Bluetooth Speaker,Electronics,358,Free Delivery,286.4,44,402,358
PROD01191,Scrub Pads,Household Essentials,437,Free Delivery,349.6,43,480,437
PROD01192,Sugar,Groceries & Kitchen Essentials,1759,"Free Delivery, 20% on product",1407.2,45,1804,1804
PROD01193,Pulses,Groceries & Kitchen Essentials,847,"Free Delivery, 20% on product",677.6,36,883,883
PROD01194,Sponges,Household Essentials,1134,Free Delivery,907.2,42,1176,1134
PROD01195,Wireless Earphones,Electronics,1594,Free Delivery,1275.2,44,1638,1594
PROD01196,Tissue Paper,Household Essentials,1286,Free Delivery,1028.8,45,1331,1286
PROD01197,Air Freshener,Household Essentials,896,Free Delivery,716.8,43,939,896
PROD01198,Conditioner,Beauty & Personal Care,825,Free Delivery,660,31,856,825
PROD01199,Dishwashing Liquid,Household Essentials,646,Free Delivery,516.8,35,681,646
PROD01200,Toilet Cleaner,Household Essentials,658,Free Delivery,526.4,50,708,658
PROD01201,Vanilla Extract,Recipe Ideas,77,,61.6,44,121,121
PROD01202,Sugar,Groceries & Kitchen Essentials,568,"Free Delivery, 20% on product",454.4,38,606,606
PROD01203,Bluetooth Speaker,Electronics,1941,Free Delivery,1552.8,41,1982,1941
PROD01204,Pulses,Groceries & Kitchen Essentials,1992,"Free Delivery, 20% on product",1593.6,35,2027,2027
PROD01205,Lip Balm,Beauty & Personal Care,1820,Free Delivery,1456,36,1856,1820
PROD01206,Scrub Pads,Household Essentials,1356,Free Delivery,1084.8,45,1401,1356
PROD01207,Coffee,Groceries & Kitchen Essentials,1467,"Free Delivery, 20% on product",1173.6,42,1509,1509
PROD01208,Sponges,Household Essentials,1418,Free Delivery,1134.4,44,1462,1418
PROD01209,Floor Cleaner,Household Essentials,967,Free Delivery,773.6,40,1007,967
PROD01210,Instant Noodles,Groceries & Kitchen Essentials,1093,"Free Delivery, 20% on product",874.4,38,1131,1131
PROD01211,Chocolate Cookies,Snacks & Drinks,1048,Free Delivery,838.4,42,1090,1048
PROD01212,Coffee,Groceries & Kitchen Essentials,1260,"Free Delivery, 20% on product",1008,32,1292,1292
PROD01213,USB Cable,Electronics,611,Free Delivery,488.8,49,660,611
PROD01214,Glass Cleaner,Household Essentials,1858,Free Delivery,1486.4,33,1891,1858
PROD01215,Tissue Paper,Household Essentials,442,Free Delivery,353.6,46,488,442
PROD01216,Potato Chips,Snacks & Drinks,595,Free Delivery,476,46,641,595
PROD01217,Glass Cleaner,Household Essentials,1291,Free Delivery,1032.8,50,1341,1291
PROD01218,Air Freshener,Household Essentials,694,Free Delivery,555.2,35,729,694
PROD01219,Spaghetti,Recipe Ideas,1413,Free Delivery,1130.4,44,1457,1413
PROD01220,Spices,Groceries & Kitchen Essentials,283,"Free Delivery, 20% on product",226.4,38,321,321
PROD01221,Basmati Rice,Groceries & Kitchen Essentials,262,"Free Delivery, 20% on product",209.6,36,298,298
PROD01222,Wireless Earphones,Electronics,1349,Free Delivery,1079.2,41,1390,1349
PROD01223,Spaghetti,Recipe Ideas,686,Free Delivery,548.8,48,734,686
PROD01224,Pulses,Groceries & Kitchen Essentials,1184,"Free Delivery, 20% on product",947.2,36,1220,1220
PROD01225,Basmati Rice,Groceries & Kitchen Essentials,439,"Free Delivery, 20% on product",351.2,48,487,487
PROD01226,Portable Hard Drive,Electronics,1925,Free Delivery,1540,38,1963,1925
PROD01227,Cereal Bars,Snacks & Drinks,1291,Free Delivery,1032.8,34,1325,1291
PROD01228,Tissue Paper,Household Essentials,313,Free Delivery,250.4,45,358,313
PROD01229,Potato Chips,Snacks & Drinks,762,Free Delivery,609.6,32,794,762
PROD01230,Glass Cleaner,Household Essentials,664,Free Delivery,531.2,47,711,664
PROD01231,Hair Oil,Beauty & Personal Care,570,Free Delivery,456,41,611,570
PROD01232,Basmati Rice,Groceries & Kitchen Essentials,725,"Free Delivery, 20% on product",580,39,764,764
PROD01233,Garbage Bags,Household Essentials,322,Free Delivery,257.6,37,359,322
PROD01234,Smartwatch,Electronics,1885,Free Delivery,1508,46,1931,1885
PROD01235,Memory Card,Electronics,92,,73.6,42,134,134
PROD01236,Pulses,Groceries & Kitchen Essentials,1584,"Free Delivery, 20% on product",1267.2,50,1634,1634
PROD01237,Face Cream,Beauty & Personal Care,1371,Free Delivery,1096.8,32,1403,1371
PROD01238,Hand Soap,Beauty & Personal Care,749,Free Delivery,599.2,44,793,749
PROD01239,Toilet Cleaner,Household Essentials,1703,Free Delivery,1362.4,30,1733,1703
PROD01240,Potato Chips,Snacks & Drinks,195,Free Delivery,156,31,226,195
PROD01241,Smartwatch,Electronics,1028,Free Delivery,822.4,48,1076,1028
PROD01242,Glass Cleaner,Household Essentials,1003,Free Delivery,802.4,46,1049,1003
PROD01243,Face Cream,Beauty & Personal Care,653,Free Delivery,522.4,31,684,653
PROD01244,Smartwatch,Electronics,1246,Free Delivery,996.8,34,1280,1246
PROD01245,Packaged Snacks,Snacks & Drinks,1186,Free Delivery,948.8,46,1232,1186
PROD01246,Phone Charger,Electronics,766,Free Delivery,612.8,39,805,766
PROD01247,Body Lotion,Beauty & Personal Care,905,Free Delivery,724,38,943,905
PROD01248,Instant Noodles,Groceries & Kitchen Essentials,719,"Free Delivery, 20% on product",575.2,32,751,751
PROD01249,Coffee,Groceries & Kitchen Essentials,1667,"Free Delivery, 20% on product",1333.6,31,1698,1698
PROD01250,Laundry Detergent,Household Essentials,1473,Free Delivery,1178.4,33,1506,1473
PROD01251,Tissue Paper,Household Essentials,400,Free Delivery,320,39,439,400
PROD01252,USB Cable,Electronics,852,Free Delivery,681.6,38,890,852
PROD01253,USB Cable,Electronics,1977,Free Delivery,1581.6,49,2026,1977
PROD01254,Popcorn,Snacks & Drinks,1130,Free Delivery,904,41,1171,1130
PROD01255,Tea,Groceries & Kitchen Essentials,989,"Free Delivery, 20% on product",791.2,30,1019,1019
PROD01256,Floor Cleaner,Household Essentials,278,Free Delivery,222.4,30,308,278
PROD01257,Dishwashing Liquid,Household Essentials,984,Free Delivery,787.2,35,1019,984
PROD01258,Smart Plug,Electronics,1694,Free Delivery,1355.2,41,1735,1694
PROD01259,Dishwashing Liquid,Household Essentials,1537,Free Delivery,1229.6,49,1586,1537
PROD01260,Dishwashing Liquid,Household Essentials,603,Free Delivery,482.4,30,633,603
PROD01261,Hand Soap,Beauty & Personal Care,938,Free Delivery,750.4,43,981,938
PROD01262,Popcorn,Snacks & Drinks,1774,Free Delivery,1419.2,31,1805,1774
PROD01263,Sugar,Groceries & Kitchen Essentials,1846,"Free Delivery, 20% on product",1476.8,43,1889,1889
PROD01264,Bluetooth Speaker,Electronics,1295,Free Delivery,1036,35,1330,1295
PROD01265,Energy Bar,Snacks & Drinks,350,Free Delivery,280,41,391,350
PROD01266,Laundry Detergent,Household Essentials,1030,Free Delivery,824,34,1064,1030
PROD01267,USB Cable,Electronics,189,Free Delivery,151.2,31,220,189
PROD01268,Deodorant,Beauty & Personal Care,543,Free Delivery,434.4,40,583,543
PROD01269,Soft Drink,Snacks & Drinks,1571,Free Delivery,1256.8,44,1615,1571
PROD01270,Power Bank,Electronics,269,Free Delivery,215.2,31,300,269
PROD01271,Pasta Sauce,Recipe Ideas,1104,Free Delivery,883.2,40,1144,1104
PROD01272,USB Cable,Electronics,1036,Free Delivery,828.8,39,1075,1036
PROD01273,Instant Noodles,Groceries & Kitchen Essentials,1575,"Free Delivery, 20% on product",1260,33,1608,1608
PROD01274,Tissue Paper,Household Essentials,336,Free Delivery,268.8,33,369,336
PROD01275,Memory Card,Electronics,131,Free Delivery,104.8,30,161,131
PROD01276,Floor Cleaner,Household Essentials,961,Free Delivery,768.8,32,993,961
PROD01277,Sponges,Household Essentials,1265,Free Delivery,1012,46,1311,1265
PROD01278,Garbage Bags,Household Essentials,489,Free Delivery,391.2,35,524,489
PROD01279,Deodorant,Beauty & Personal Care,1507,Free Delivery,1205.6,37,1544,1507
PROD01280,Salt,Groceries & Kitchen Essentials,500,"Free Delivery, 20% on product",400,39,539,539
PROD01281,Wheat Flour,Groceries & Kitchen Essentials,1949,"Free Delivery, 20% on product",1559.2,34,1983,1983
PROD01282,Wheat Flour,Groceries & Kitchen Essentials,1762,"Free Delivery, 20% on product",1409.6,43,1805,1805
PROD01283,Olive Oil,Recipe Ideas,1612,Free Delivery,1289.6,40,1652,1612
PROD01284,Smart Plug,Electronics,1125,Free Delivery,900,32,1157,1125
PROD01285,Toilet Cleaner,Household Essentials,1551,Free Delivery,1240.8,36,1587,1551
PROD01286,Coffee,Groceries & Kitchen Essentials,54,20% on product,43.2,37,91,91
PROD01287,Hair Oil,Beauty & Personal Care,1486,Free Delivery,1188.8,46,1532,1486
PROD01288,Power Bank,Electronics,98,,78.4,32,130,130
PROD01289,Smartwatch,Electronics,1218,Free Delivery,974.4,46,1264,1218
PROD01290,Face Cream,Beauty & Personal Care,138,Free Delivery,110.4,47,185,138
PROD01291,Basmati Rice,Groceries & Kitchen Essentials,204,"Free Delivery, 20% on product",163.2,30,234,234
PROD01292,Cooking Oil,Groceries & Kitchen Essentials,1143,"Free Delivery, 20% on product",914.4,47,1190,1190
PROD01293,Phone Charger,Electronics,1877,Free Delivery,1501.6,39,1916,1877
PROD01294,Floor Cleaner,Household Essentials,937,Free Delivery,749.6,35,972,937
PROD01295,Basmati Rice,Groceries & Kitchen Essentials,1547,"Free Delivery, 20% on product",1237.6,49,1596,1596
PROD01296,Air Freshener,Household Essentials,1803,Free Delivery,1442.4,48,1851,1803
PROD01297,Floor Cleaner,Household Essentials,1612,Free Delivery,1289.6,33,1645,1612
PROD01298,Pizza Base,Recipe Ideas,649,Free Delivery,519.2,33,682,649
PROD01299,Garbage Bags,Household Essentials,545,Free Delivery,436,37,582,545
PROD01300,LED Light Bulb,Electronics,674,Free Delivery,539.2,31,705,674
PROD01301,Face Cream,Beauty & Personal Care,1114,Free Delivery,891.2,37,1151,1114
PROD01302,Floor Cleaner,Household Essentials,386,Free Delivery,308.8,50,436,386
PROD01303,Smart Plug,Electronics,484,Free Delivery,387.2,39,523,484
PROD01304,Sponges,Household Essentials,247,Free Delivery,197.6,32,279,247
PROD01305,Conditioner,Beauty & Personal Care,1382,Free Delivery,1105.6,30,1412,1382
PROD01306,Energy Bar,Snacks & Drinks,820,Free Delivery,656,40,860,820
PROD01307,Laundry Detergent,Household Essentials,1767,Free Delivery,1413.6,44,1811,1767
PROD01308,Garbage Bags,Household Essentials,523,Free Delivery,418.4,44,567,523
PROD01309,Trail Mix,Snacks & Drinks,1847,Free Delivery,1477.6,48,1895,1847
PROD01310,Smartwatch,Electronics,1005,Free Delivery,804,42,1047,1005
PROD01311,Portable Hard Drive,Electronics,144,Free Delivery,115.2,48,192,144
PROD01312,Fruit Juice,Snacks & Drinks,1123,Free Delivery,898.4,40,1163,1123
PROD01313,Energy Bar,Snacks & Drinks,425,Free Delivery,340,50,475,425
PROD01314,Bluetooth Speaker,Electronics,616,Free Delivery,492.8,43,659,616
PROD01315,Salt,Groceries & Kitchen Essentials,1519,"Free Delivery, 20% on product",1215.2,50,1569,1569
PROD01316,Memory Card,Electronics,1456,Free Delivery,1164.8,36,1492,1456
PROD01317,Tissue Paper,Household Essentials,1679,Free Delivery,1343.2,43,1722,1679
PROD01318,Yeast,Recipe Ideas,325,Free Delivery,260,30,355,325
PROD01319,USB Cable,Electronics,1570,Free Delivery,1256,40,1610,1570
PROD01320,Glass Cleaner,Household Essentials,1022,Free Delivery,817.6,30,1052,1022
PROD01321,USB Cable,Electronics,1123,Free Delivery,898.4,38,1161,1123
PROD01322,Packaged Snacks,Snacks & Drinks,269,Free Delivery,215.2,41,310,269
PROD01323,Sunscreen,Beauty & Personal Care,981,Free Delivery,784.8,46,1027,981
PROD01324,Toilet Cleaner,Household Essentials,807,Free Delivery,645.6,32,839,807
PROD01325,Scrub Pads,Household Essentials,531,Free Delivery,424.8,41,572,531
PROD01326,Sponges,Household Essentials,852,Free Delivery,681.6,42,894,852
PROD01327,Yeast,Recipe Ideas,649,Free Delivery,519.2,48,697,649
PROD01328,Bluetooth Speaker,Electronics,1168,Free Delivery,934.4,39,1207,1168
PROD01329,LED Light Bulb,Electronics,1936,Free Delivery,1548.8,34,1970,1936
PROD01330,Cooking Oil,Groceries & Kitchen Essentials,601,"Free Delivery, 20% on product",480.8,31,632,632
PROD01331,Glass Cleaner,Household Essentials,623,Free Delivery,498.4,30,653,623
PROD01332,Sponges,Household Essentials,1808,Free Delivery,1446.4,35,1843,1808
PROD01333,Popcorn,Snacks & Drinks,658,Free Delivery,526.4,40,698,658
PROD01334,Glass Cleaner,Household Essentials,1394,Free Delivery,1115.2,37,1431,1394
PROD01335,Spaghetti,Recipe Ideas,95,,76,49,144,144
PROD01336,Face Wash,Beauty & Personal Care,1913,Free Delivery,1530.4,33,1946,1913
PROD01337,Glass Cleaner,Household Essentials,1173,Free Delivery,938.4,37,1210,1173
PROD01338,Popcorn,Snacks & Drinks,593,Free Delivery,474.4,45,638,593
PROD01339,Smart Plug,Electronics,1130,Free Delivery,904,42,1172,1130
PROD01340,Power Bank,Electronics,1223,Free Delivery,978.4,37,1260,1223
PROD01341,Fruit Juice,Snacks & Drinks,768,Free Delivery,614.4,34,802,768
PROD01342,Power Bank,Electronics,1908,Free Delivery,1526.4,42,1950,1908
PROD01343,Coffee,Groceries & Kitchen Essentials,278,"Free Delivery, 20% on product",222.4,30,308,308
PROD01344,Smart Plug,Electronics,294,Free Delivery,235.2,44,338,294
PROD01345,Garbage Bags,Household Essentials,508,Free Delivery,406.4,31,539,508
PROD01346,Spices,Groceries & Kitchen Essentials,1396,"Free Delivery, 20% on product",1116.8,46,1442,1442
PROD01347,Laundry Detergent,Household Essentials,966,Free Delivery,772.8,43,1009,966
PROD01348,Sunscreen,Beauty & Personal Care,979,Free Delivery,783.2,42,1021,979
PROD01349,Instant Noodles,Groceries & Kitchen Essentials,1828,"Free Delivery, 20% on product",1462.4,50,1878,1878
PROD01350,Cooking Oil,Groceries & Kitchen Essentials,1788,"Free Delivery, 20% on product",1430.4,43,1831,1831
PROD01351,Sponges,Household Essentials,836,Free Delivery,668.8,49,885,836
PROD01352,Yeast,Recipe Ideas,1870,Free Delivery,1496,43,1913,1870
PROD01353,Sponges,Household Essentials,778,Free Delivery,622.4,43,821,778
PROD01354,Energy Bar,Snacks & Drinks,101,Free Delivery,80.8,45,146,101
PROD01355,Glass Cleaner,Household Essentials,107,Free Delivery,85.6,46,153,107
PROD01356,Laundry Detergent,Household Essentials,233,Free Delivery,186.4,31,264,233
PROD01357,Power Bank,Electronics,1068,Free Delivery,854.4,41,1109,1068
PROD01358,Pulses,Groceries & Kitchen Essentials,564,"Free Delivery, 20% on product",451.2,49,613,613
PROD01359,Bluetooth Speaker,Electronics,603,Free Delivery,482.4,41,644,603
PROD01360,Soft Drink,Snacks & Drinks,98,,78.4,50,148,148
PROD01361,Spices,Groceries & Kitchen Essentials,523,"Free Delivery, 20% on product",418.4,33,556,556
PROD01362,Trail Mix,Snacks & Drinks,455,Free Delivery,364,36,491,455
PROD01363,Spices,Groceries & Kitchen Essentials,414,"Free Delivery, 20% on product",331.2,43,457,457
PROD01364,Smart Plug,Electronics,147,Free Delivery,117.6,33,180,147
PROD01365,Vanilla Extract,Recipe Ideas,701,Free Delivery,560.8,40,741,701
PROD01366,Potato Chips,Snacks & Drinks,629,Free Delivery,503.2,50,679,629
PROD01367,Toilet Cleaner,Household Essentials,824,Free Delivery,659.2,39,863,824
PROD01368,Sponges,Household Essentials,1764,Free Delivery,1411.2,33,1797,1764
PROD01369,Cooking Oil,Groceries & Kitchen Essentials,1885,"Free Delivery, 20% on product",1508,38,1923,1923
PROD01370,Laundry Detergent,Household Essentials,1778,Free Delivery,1422.4,36,1814,1778
PROD01371,Wheat Flour,Groceries & Kitchen Essentials,1731,"Free Delivery, 20% on product",1384.8,43,1774,1774
PROD01372,Bluetooth Speaker,Electronics,569,Free Delivery,455.2,41,610,569
PROD01373,Floor Cleaner,Household Essentials,969,Free Delivery,775.2,37,1006,969
PROD01374,Chocolate Cookies,Snacks & Drinks,1877,Free Delivery,1501.6,30,1907,1877
PROD01375,Toilet Cleaner,Household Essentials,1010,Free Delivery,808,34,1044,1010
PROD01376,Packaged Snacks,Snacks & Drinks,550,Free Delivery,440,30,580,550
PROD01377,Power Bank,Electronics,1006,Free Delivery,804.8,39,1045,1006
PROD01378,Body Lotion,Beauty & Personal Care,1173,Free Delivery,938.4,36,1209,1173
PROD01379,Bread Crumbs,Recipe Ideas,1202,Free Delivery,961.6,33,1235,1202
PROD01380,Power Bank,Electronics,998,Free Delivery,798.4,34,1032,998
PROD01381,Yeast,Recipe Ideas,443,Free Delivery,354.4,32,475,443
PROD01382,Phone Charger,Electronics,601,Free Delivery,480.8,39,640,601
PROD01383,Salt,Groceries & Kitchen Essentials,233,"Free Delivery, 20% on product",186.4,47,280,280
PROD01384,Air Freshener,Household Essentials,446,Free Delivery,356.8,49,495,446
PROD01385,Basmati Rice,Groceries & Kitchen Essentials,221,"Free Delivery, 20% on product",176.8,33,254,254
PROD01386,Lip Balm,Beauty & Personal Care,828,Free Delivery,662.4,39,867,828
PROD01387,Salt,Groceries & Kitchen Essentials,671,"Free Delivery, 20% on product",536.8,35,706,706
PROD01388,Coffee,Groceries & Kitchen Essentials,843,"Free Delivery, 20% on product",674.4,44,887,887
PROD01389,Glass Cleaner,Household Essentials,1334,Free Delivery,1067.2,30,1364,1334
PROD01390,Potato Chips,Snacks & Drinks,1993,Free Delivery,1594.4,39,2032,1993
PROD01391,Trail Mix,Snacks & Drinks,1750,Free Delivery,1400,36,1786,1750
PROD01392,Smart Plug,Electronics,1851,Free Delivery,1480.8,39,1890,1851
